source,target,race,year
Dale Smith,Benjamin Hay,NEWTON'S,2018
Jackson Shapiera,Api Ihaia,NEWTON'S,2018
Jackson Shapiera,Nick Greentree,NEWTON'S,2018
Jackson Shapiera,Daniel King,NEWTON'S,2018
Api Ihaia,Nick Greentree,NEWTON'S,2018
Api Ihaia,Daniel King,NEWTON'S,2018
Nick Greentree,Daniel King,NEWTON'S,2018
Dane Hanna,Max Heaton,NEWTON'S,2018
Dane Hanna,Matteo Rodinis,NEWTON'S,2018
Dane Hanna,Jack Gooley,NEWTON'S,2018
Max Heaton,Matteo Rodinis,NEWTON'S,2018
Max Heaton,Jack Gooley,NEWTON'S,2018
Matteo Rodinis,Jack Gooley,NEWTON'S,2018
Pepe Laporte,Michael English,NEWTON'S,2018
Pepe Laporte,Matthew Rae,NEWTON'S,2018
Pepe Laporte,Lochlainn Darroch,NEWTON'S,2018
Michael English,Matthew Rae,NEWTON'S,2018
Michael English,Lochlainn Darroch,NEWTON'S,2018
Matthew Rae,Lochlainn Darroch,NEWTON'S,2018
Diego Poncelet,Nico Gallmann,NEWTON'S,2018
Diego Poncelet,Scott Stone,NEWTON'S,2018
Diego Poncelet,Jack Meyn,NEWTON'S,2018
Nico Gallmann,Scott Stone,NEWTON'S,2018
Nico Gallmann,Jack Meyn,NEWTON'S,2018
Scott Stone,Jack Meyn,NEWTON'S,2018
Carlos Paixão,Raine Kent,NEWTON'S,2018
Carlos Paixão,Billy Aston,NEWTON'S,2018
Carlos Paixão,Finn Grayswann,NEWTON'S,2018
Raine Kent,Billy Aston,NEWTON'S,2018
Raine Kent,Finn Grayswann,NEWTON'S,2018
Billy Aston,Finn Grayswann,NEWTON'S,2018
Mitch Thompson,Shannon Tully,NEWTON'S,2018
Mitch Thompson,Jackson Loney,NEWTON'S,2018
Mitch Thompson,Neil Duddy,NEWTON'S,2018
Shannon Tully,Jackson Loney,NEWTON'S,2018
Shannon Tully,Neil Duddy,NEWTON'S,2018
Jackson Loney,Neil Duddy,NEWTON'S,2018
Douglas Silva,Stephen Davis,NEWTON'S,2018
Douglas Silva,Tyron Knight,NEWTON'S,2018
Douglas Silva,Wing Tsun Thomas Ng,NEWTON'S,2018
Stephen Davis,Tyron Knight,NEWTON'S,2018
Stephen Davis,Wing Tsun Thomas Ng,NEWTON'S,2018
Tyron Knight,Wing Tsun Thomas Ng,NEWTON'S,2018
Harry Clarke,Zak Mills-Goodwin,NEWTON'S,2018
Harry Clarke,Sol Ewart,NEWTON'S,2018
Harry Clarke,Morgan Campbell,NEWTON'S,2018
Zak Mills-Goodwin,Sol Ewart,NEWTON'S,2018
Zak Mills-Goodwin,Morgan Campbell,NEWTON'S,2018
Sol Ewart,Morgan Campbell,NEWTON'S,2018
Emily Pross,Tim Scott,NEWTON'S,2018
Emily Pross,Mack Geddes,NEWTON'S,2018
Emily Pross,Ryan Nicholls,NEWTON'S,2018
Tim Scott,Mack Geddes,NEWTON'S,2018
Tim Scott,Ryan Nicholls,NEWTON'S,2018
Mack Geddes,Ryan Nicholls,NEWTON'S,2018
Kyle Wester,Adam Westfall,NEWTON'S,2018
Kyle Wester,Tim White,NEWTON'S,2018
Kyle Wester,Miles Jones,NEWTON'S,2018
Adam Westfall,Tim White,NEWTON'S,2018
Adam Westfall,Miles Jones,NEWTON'S,2018
Tim White,Miles Jones,NEWTON'S,2018
Thiago Gomes Lessa,Finn Cantrill,NEWTON'S,2018
Thiago Gomes Lessa,Jaydon Howarth,NEWTON'S,2018
Thiago Gomes Lessa,Riley Young,NEWTON'S,2018
Finn Cantrill,Jaydon Howarth,NEWTON'S,2018
Finn Cantrill,Riley Young,NEWTON'S,2018
Jaydon Howarth,Riley Young,NEWTON'S,2018
Davis Lanham,Callum O'Callaghan,NEWTON'S,2018
Davis Lanham,Zane Bonser,NEWTON'S,2018
Davis Lanham,Nori Tamura,NEWTON'S,2018
Callum O'Callaghan,Zane Bonser,NEWTON'S,2018
Callum O'Callaghan,Nori Tamura,NEWTON'S,2018
Zane Bonser,Nori Tamura,NEWTON'S,2018
Josh Evans,Santiago Espeche,NEWTON'S,2018
Josh Evans,Finlay Wilson,NEWTON'S,2018
Josh Evans,Adam Lewis,NEWTON'S,2018
Santiago Espeche,Finlay Wilson,NEWTON'S,2018
Santiago Espeche,Adam Lewis,NEWTON'S,2018
Finlay Wilson,Adam Lewis,NEWTON'S,2018
Mitch Thompson,Shannon Tully,NEWTON'S,2018
Mitch Thompson,Douglas Silva,NEWTON'S,2018
Mitch Thompson,Stephen Davis,NEWTON'S,2018
Shannon Tully,Douglas Silva,NEWTON'S,2018
Shannon Tully,Stephen Davis,NEWTON'S,2018
Douglas Silva,Stephen Davis,NEWTON'S,2018
Douglas Silva,Mitch Thompson,NEWTON'S,2018
Douglas Silva,Emily Pross,NEWTON'S,2018
Douglas Silva,Harry Clarke,NEWTON'S,2018
Mitch Thompson,Emily Pross,NEWTON'S,2018
Mitch Thompson,Harry Clarke,NEWTON'S,2018
Emily Pross,Harry Clarke,NEWTON'S,2018
Harry Clarke,Zak Mills-Goodwin,NEWTON'S,2018
Harry Clarke,Emily Pross,NEWTON'S,2018
Harry Clarke,Tim Scott,NEWTON'S,2018
Zak Mills-Goodwin,Emily Pross,NEWTON'S,2018
Zak Mills-Goodwin,Tim Scott,NEWTON'S,2018
Emily Pross,Tim Scott,NEWTON'S,2018
Kyle Wester,Adam Westfall,NEWTON'S,2018
Kyle Wester,Thiago Gomes Lessa,NEWTON'S,2018
Kyle Wester,Finn Cantrill,NEWTON'S,2018
Adam Westfall,Thiago Gomes Lessa,NEWTON'S,2018
Adam Westfall,Finn Cantrill,NEWTON'S,2018
Thiago Gomes Lessa,Finn Cantrill,NEWTON'S,2018
Thiago Gomes Lessa,Adam Westfall,NEWTON'S,2018
Thiago Gomes Lessa,Josh Evans,NEWTON'S,2018
Thiago Gomes Lessa,Davis Lanham,NEWTON'S,2018
Adam Westfall,Josh Evans,NEWTON'S,2018
Adam Westfall,Davis Lanham,NEWTON'S,2018
Josh Evans,Davis Lanham,NEWTON'S,2018
Davis Lanham,Callum O'Callaghan,NEWTON'S,2018
Davis Lanham,Josh Evans,NEWTON'S,2018
Davis Lanham,Santiago Espeche,NEWTON'S,2018
Callum O'Callaghan,Josh Evans,NEWTON'S,2018
Callum O'Callaghan,Santiago Espeche,NEWTON'S,2018
Josh Evans,Santiago Espeche,NEWTON'S,2018
Brennan Bast,Jackson Shapiera,NEWTON'S,2018
Brennan Bast,Pepe Laporte,NEWTON'S,2018
Brennan Bast,Dane Hanna,NEWTON'S,2018
Jackson Shapiera,Pepe Laporte,NEWTON'S,2018
Jackson Shapiera,Dane Hanna,NEWTON'S,2018
Pepe Laporte,Dane Hanna,NEWTON'S,2018
Jackson Shapiera,Dane Hanna,NEWTON'S,2018
Jackson Shapiera,Douglas Silva,NEWTON'S,2018
Jackson Shapiera,Harry Clarke,NEWTON'S,2018
Dane Hanna,Douglas Silva,NEWTON'S,2018
Dane Hanna,Harry Clarke,NEWTON'S,2018
Douglas Silva,Harry Clarke,NEWTON'S,2018
Douglas Silva,Harry Clarke,NEWTON'S,2018
Douglas Silva,Thiago Gomes Lessa,NEWTON'S,2018
Douglas Silva,Josh Evans,NEWTON'S,2018
Harry Clarke,Thiago Gomes Lessa,NEWTON'S,2018
Harry Clarke,Josh Evans,NEWTON'S,2018
Thiago Gomes Lessa,Josh Evans,NEWTON'S,2018
Brennan Bast,Pepe Laporte,NEWTON'S,2018
Brennan Bast,Thiago Gomes Lessa,NEWTON'S,2018
Brennan Bast,Josh Evans,NEWTON'S,2018
Pepe Laporte,Thiago Gomes Lessa,NEWTON'S,2018
Pepe Laporte,Josh Evans,NEWTON'S,2018
Thiago Gomes Lessa,Josh Evans,NEWTON'S,2018
Brennan Bast,Connor Ferguson,NEWTON'S,2018
Brennan Bast,Morgan Owens,NEWTON'S,2018
Brennan Bast,Jordan Hall,NEWTON'S,2018
Connor Ferguson,Morgan Owens,NEWTON'S,2018
Connor Ferguson,Jordan Hall,NEWTON'S,2018
Morgan Owens,Jordan Hall,NEWTON'S,2018
Brennan Bast,Connor Ferguson,NEWTON'S,2018
Brennan Bast,Jackson Shapiera,NEWTON'S,2018
Brennan Bast,Robert McWhinnie,NEWTON'S,2018
Connor Ferguson,Jackson Shapiera,NEWTON'S,2018
Connor Ferguson,Robert McWhinnie,NEWTON'S,2018
Jackson Shapiera,Robert McWhinnie,NEWTON'S,2018
Robert McWhinnie,Dale Smith,NEWTON'S,2018
Robert McWhinnie,Jackson Shapiera,NEWTON'S,2018
Robert McWhinnie,Api Ihaia,NEWTON'S,2018
Dale Smith,Jackson Shapiera,NEWTON'S,2018
Dale Smith,Api Ihaia,NEWTON'S,2018
Jackson Shapiera,Api Ihaia,NEWTON'S,2018
Dane Hanna,Max Heaton,NEWTON'S,2018
Dane Hanna,Pepe Laporte,NEWTON'S,2018
Dane Hanna,Michael English,NEWTON'S,2018
Max Heaton,Pepe Laporte,NEWTON'S,2018
Max Heaton,Michael English,NEWTON'S,2018
Pepe Laporte,Michael English,NEWTON'S,2018
Pepe Laporte,Dane Hanna,NEWTON'S,2018
Pepe Laporte,Carlos Paixão,NEWTON'S,2018
Pepe Laporte,Diego Poncelet,NEWTON'S,2018
Dane Hanna,Carlos Paixão,NEWTON'S,2018
Dane Hanna,Diego Poncelet,NEWTON'S,2018
Carlos Paixão,Diego Poncelet,NEWTON'S,2018
Diego Poncelet,Scott Stone,NEWTON'S,2018
Diego Poncelet,Carlos Paixão,NEWTON'S,2018
Diego Poncelet,Raine Kent,NEWTON'S,2018
Scott Stone,Carlos Paixão,NEWTON'S,2018
Scott Stone,Raine Kent,NEWTON'S,2018
Carlos Paixão,Raine Kent,NEWTON'S,2018
Nico Gallmann,Matteo Rodinis,NEWTON'S,2018
Nico Gallmann,Daniel King,NEWTON'S,2018
Nico Gallmann,Daniel Engel,NEWTON'S,2018
Matteo Rodinis,Daniel King,NEWTON'S,2018
Matteo Rodinis,Daniel Engel,NEWTON'S,2018
Daniel King,Daniel Engel,NEWTON'S,2018
Mack Geddes,Benjamin Hay,NEWTON'S,2018
Mack Geddes,Zane Bonser,NEWTON'S,2018
Mack Geddes,Miles Jones,NEWTON'S,2018
Benjamin Hay,Zane Bonser,NEWTON'S,2018
Benjamin Hay,Miles Jones,NEWTON'S,2018
Zane Bonser,Miles Jones,NEWTON'S,2018
Jaydon Howarth,Jack Bain,NEWTON'S,2018
Jaydon Howarth,Wing Tsun Thomas Ng,NEWTON'S,2018
Jaydon Howarth,Finn Grayswann,NEWTON'S,2018
Jack Bain,Wing Tsun Thomas Ng,NEWTON'S,2018
Jack Bain,Finn Grayswann,NEWTON'S,2018
Wing Tsun Thomas Ng,Finn Grayswann,NEWTON'S,2018
Matthew Rae,Finlay Wilson,NEWTON'S,2018
Matthew Rae,Jack Meyn,NEWTON'S,2018
Matthew Rae,Neil Duddy,NEWTON'S,2018
Finlay Wilson,Jack Meyn,NEWTON'S,2018
Finlay Wilson,Neil Duddy,NEWTON'S,2018
Jack Meyn,Neil Duddy,NEWTON'S,2018
Tyron Knight,Jackson Loney,NEWTON'S,2018
Tyron Knight,Lochlainn Darroch,NEWTON'S,2018
Tyron Knight,Adam Lewis,NEWTON'S,2018
Jackson Loney,Lochlainn Darroch,NEWTON'S,2018
Jackson Loney,Adam Lewis,NEWTON'S,2018
Lochlainn Darroch,Adam Lewis,NEWTON'S,2018
Nick Greentree,Nori Tamura,NEWTON'S,2018
Nick Greentree,Eden Mcdonogh,NEWTON'S,2018
Nick Greentree,Jack Gooley,NEWTON'S,2018
Nori Tamura,Eden Mcdonogh,NEWTON'S,2018
Nori Tamura,Jack Gooley,NEWTON'S,2018
Eden Mcdonogh,Jack Gooley,NEWTON'S,2018
Tim White,Morgan Campbell,NEWTON'S,2018
Tim White,Sol Ewart,NEWTON'S,2018
Tim White,Ryan Nicholls,NEWTON'S,2018
Morgan Campbell,Sol Ewart,NEWTON'S,2018
Morgan Campbell,Ryan Nicholls,NEWTON'S,2018
Sol Ewart,Ryan Nicholls,NEWTON'S,2018
Nick D'Bk,Billy Aston,NEWTON'S,2018
Nick D'Bk,Riley Young,NEWTON'S,2018
Nick D'Bk,Brad Pearson,NEWTON'S,2018
Billy Aston,Riley Young,NEWTON'S,2018
Billy Aston,Brad Pearson,NEWTON'S,2018
Riley Young,Brad Pearson,NEWTON'S,2018
Tyron Knight,Nick Greentree,NEWTON'S,2018
Tyron Knight,Tim White,NEWTON'S,2018
Tyron Knight,Billy Aston,NEWTON'S,2018
Nick Greentree,Tim White,NEWTON'S,2018
Nick Greentree,Billy Aston,NEWTON'S,2018
Tim White,Billy Aston,NEWTON'S,2018
Tim White,Ryan Nicholls,NEWTON'S,2018
Tim White,Nick D'Bk,NEWTON'S,2018
Tim White,Billy Aston,NEWTON'S,2018
Ryan Nicholls,Nick D'Bk,NEWTON'S,2018
Ryan Nicholls,Billy Aston,NEWTON'S,2018
Nick D'Bk,Billy Aston,NEWTON'S,2018
Matteo Rodinis,Nico Gallmann,NEWTON'S,2018
Matteo Rodinis,Jack Meyn,NEWTON'S,2018
Matteo Rodinis,Jaydon Howarth,NEWTON'S,2018
Nico Gallmann,Jack Meyn,NEWTON'S,2018
Nico Gallmann,Jaydon Howarth,NEWTON'S,2018
Jack Meyn,Jaydon Howarth,NEWTON'S,2018
Jaydon Howarth,Jack Bain,NEWTON'S,2018
Jaydon Howarth,Matthew Rae,NEWTON'S,2018
Jaydon Howarth,Jack Meyn,NEWTON'S,2018
Jack Bain,Matthew Rae,NEWTON'S,2018
Jack Bain,Jack Meyn,NEWTON'S,2018
Matthew Rae,Jack Meyn,NEWTON'S,2018
Nico Gallmann,Matteo Rodinis,NEWTON'S,2018
Nico Gallmann,Zane Bonser,NEWTON'S,2018
Nico Gallmann,Mack Geddes,NEWTON'S,2018
Matteo Rodinis,Zane Bonser,NEWTON'S,2018
Matteo Rodinis,Mack Geddes,NEWTON'S,2018
Zane Bonser,Mack Geddes,NEWTON'S,2018
Nico Gallmann,Jack Meyn,NEWTON'S,2018
Nico Gallmann,Nick Greentree,NEWTON'S,2018
Nico Gallmann,Billy Aston,NEWTON'S,2018
Jack Meyn,Nick Greentree,NEWTON'S,2018
Jack Meyn,Billy Aston,NEWTON'S,2018
Nick Greentree,Billy Aston,NEWTON'S,2018
Jaydon Howarth,Matteo Rodinis,NEWTON'S,2018
Jaydon Howarth,Tyron Knight,NEWTON'S,2018
Jaydon Howarth,Tim White,NEWTON'S,2018
Matteo Rodinis,Tyron Knight,NEWTON'S,2018
Matteo Rodinis,Tim White,NEWTON'S,2018
Tyron Knight,Tim White,NEWTON'S,2018
Tyron Knight,Jackson Loney,NEWTON'S,2018
Tyron Knight,Nick Greentree,NEWTON'S,2018
Tyron Knight,Nori Tamura,NEWTON'S,2018
Jackson Loney,Nick Greentree,NEWTON'S,2018
Jackson Loney,Nori Tamura,NEWTON'S,2018
Nick Greentree,Nori Tamura,NEWTON'S,2018
Bye 6,Bye 8,NEWTON'S,2018
Bye 6,Bye 5,NEWTON'S,2018
Bye 6,Bye 7,NEWTON'S,2018
Bye 8,Bye 5,NEWTON'S,2018
Bye 8,Bye 7,NEWTON'S,2018
Bye 5,Bye 7,NEWTON'S,2018
Emily Pross,Natalie Burns,NEWTON'S,2018
Emily Pross,Elissa Mah,NEWTON'S,2018
Emily Pross,Katie Edwards,NEWTON'S,2018
Natalie Burns,Elissa Mah,NEWTON'S,2018
Natalie Burns,Katie Edwards,NEWTON'S,2018
Elissa Mah,Katie Edwards,NEWTON'S,2018
Elissa Mah,Katie Edwards,NEWTON'S,2018
Elissa Mah,Bye 5,NEWTON'S,2018
Elissa Mah,Bye 7,NEWTON'S,2018
Katie Edwards,Bye 5,NEWTON'S,2018
Katie Edwards,Bye 7,NEWTON'S,2018
Bye 5,Bye 7,NEWTON'S,2018
Emily Pross,Natalie Burns,NEWTON'S,2018
Emily Pross,Bye 6,NEWTON'S,2018
Emily Pross,Bye 8,NEWTON'S,2018
Natalie Burns,Bye 6,NEWTON'S,2018
Natalie Burns,Bye 8,NEWTON'S,2018
Bye 6,Bye 8,NEWTON'S,2018
Finn Grayswann,Bye 8,NEWTON'S,2018
Finn Grayswann,Riley Young,NEWTON'S,2018
Finn Grayswann,Bye 7,NEWTON'S,2018
Bye 8,Riley Young,NEWTON'S,2018
Bye 8,Bye 7,NEWTON'S,2018
Riley Young,Bye 7,NEWTON'S,2018
Finn Cantrill,Finlay Wilson,NEWTON'S,2018
Finn Cantrill,Finn Grayswann,NEWTON'S,2018
Finn Cantrill,Bye 8,NEWTON'S,2018
Finlay Wilson,Finn Grayswann,NEWTON'S,2018
Finlay Wilson,Bye 8,NEWTON'S,2018
Finn Grayswann,Bye 8,NEWTON'S,2018
Zane Bonser,Morgan Campbell,NEWTON'S,2018
Zane Bonser,Riley Young,NEWTON'S,2018
Zane Bonser,Bye 7,NEWTON'S,2018
Morgan Campbell,Riley Young,NEWTON'S,2018
Morgan Campbell,Bye 7,NEWTON'S,2018
Riley Young,Bye 7,NEWTON'S,2018
Finn Cantrill,Finlay Wilson,NEWTON'S,2018
Finn Cantrill,Zane Bonser,NEWTON'S,2018
Finn Cantrill,Morgan Campbell,NEWTON'S,2018
Finlay Wilson,Zane Bonser,NEWTON'S,2018
Finlay Wilson,Morgan Campbell,NEWTON'S,2018
Zane Bonser,Morgan Campbell,NEWTON'S,2018
Benjamin Hay,Neil Duddy,NEWTON'S,2018
Benjamin Hay,Brad Pearson,NEWTON'S,2018
Benjamin Hay,Bye 7,NEWTON'S,2018
Neil Duddy,Brad Pearson,NEWTON'S,2018
Neil Duddy,Bye 7,NEWTON'S,2018
Brad Pearson,Bye 7,NEWTON'S,2018
Douglas Silva,Ryan Nicholls,NEWTON'S,2018
Douglas Silva,Jamie Gwillim,NEWTON'S,2018
Douglas Silva,Bye 8,NEWTON'S,2018
Ryan Nicholls,Jamie Gwillim,NEWTON'S,2018
Ryan Nicholls,Bye 8,NEWTON'S,2018
Jamie Gwillim,Bye 8,NEWTON'S,2018
Jamie Gwillim,Bye 8,NEWTON'S,2018
Jamie Gwillim,Brad Pearson,NEWTON'S,2018
Jamie Gwillim,Bye 7,NEWTON'S,2018
Bye 8,Brad Pearson,NEWTON'S,2018
Bye 8,Bye 7,NEWTON'S,2018
Brad Pearson,Bye 7,NEWTON'S,2018
Douglas Silva,Ryan Nicholls,NEWTON'S,2018
Douglas Silva,Benjamin Hay,NEWTON'S,2018
Douglas Silva,Neil Duddy,NEWTON'S,2018
Ryan Nicholls,Benjamin Hay,NEWTON'S,2018
Ryan Nicholls,Neil Duddy,NEWTON'S,2018
Benjamin Hay,Neil Duddy,NEWTON'S,2018
Gaetan Ricord,Josh Evans,REY DE LA MONTAÑA,2018
Gaetan Ricord,Anderson Maldonato,REY DE LA MONTAÑA,2018
Gaetan Ricord,Repechage 2nd place,REY DE LA MONTAÑA,2018
Josh Evans,Anderson Maldonato,REY DE LA MONTAÑA,2018
Josh Evans,Repechage 2nd place,REY DE LA MONTAÑA,2018
Anderson Maldonato,Repechage 2nd place,REY DE LA MONTAÑA,2018
Lucas Poulain,Izquierdo Marco,REY DE LA MONTAÑA,2018
Lucas Poulain,Jorge Isaac Gonzales,REY DE LA MONTAÑA,2018
Lucas Poulain,Benjamin Perez,REY DE LA MONTAÑA,2018
Izquierdo Marco,Jorge Isaac Gonzales,REY DE LA MONTAÑA,2018
Izquierdo Marco,Benjamin Perez,REY DE LA MONTAÑA,2018
Jorge Isaac Gonzales,Benjamin Perez,REY DE LA MONTAÑA,2018
Felix Feddersen,Wilder Mendoza,REY DE LA MONTAÑA,2018
Felix Feddersen,Mariano Gentili,REY DE LA MONTAÑA,2018
Felix Feddersen,Jennifer Schauerte,REY DE LA MONTAÑA,2018
Wilder Mendoza,Mariano Gentili,REY DE LA MONTAÑA,2018
Wilder Mendoza,Jennifer Schauerte,REY DE LA MONTAÑA,2018
Mariano Gentili,Jennifer Schauerte,REY DE LA MONTAÑA,2018
Alvaro Garcia,Yan Bertinati,REY DE LA MONTAÑA,2018
Alvaro Garcia,Luc Olazabal,REY DE LA MONTAÑA,2018
Alvaro Garcia,Andres Rodriguez,REY DE LA MONTAÑA,2018
Yan Bertinati,Luc Olazabal,REY DE LA MONTAÑA,2018
Yan Bertinati,Andres Rodriguez,REY DE LA MONTAÑA,2018
Luc Olazabal,Andres Rodriguez,REY DE LA MONTAÑA,2018
Aleix Gallimo,Callum Mathieson,REY DE LA MONTAÑA,2018
Aleix Gallimo,Santiago Gonzalez Salaberry,REY DE LA MONTAÑA,2018
Aleix Gallimo,Sabrina Ambrosi,REY DE LA MONTAÑA,2018
Callum Mathieson,Santiago Gonzalez Salaberry,REY DE LA MONTAÑA,2018
Callum Mathieson,Sabrina Ambrosi,REY DE LA MONTAÑA,2018
Santiago Gonzalez Salaberry,Sabrina Ambrosi,REY DE LA MONTAÑA,2018
Joao Pedro Laporte,Daniel Engel,REY DE LA MONTAÑA,2018
Joao Pedro Laporte,Jonathan Cuya,REY DE LA MONTAÑA,2018
Joao Pedro Laporte,Giancarlo Colmenares,REY DE LA MONTAÑA,2018
Daniel Engel,Jonathan Cuya,REY DE LA MONTAÑA,2018
Daniel Engel,Giancarlo Colmenares,REY DE LA MONTAÑA,2018
Jonathan Cuya,Giancarlo Colmenares,REY DE LA MONTAÑA,2018
Oscar Gutierrez,Sebastian Zuluaga,REY DE LA MONTAÑA,2018
Oscar Gutierrez,Lyde Begue,REY DE LA MONTAÑA,2018
Oscar Gutierrez,Lucas Costa,REY DE LA MONTAÑA,2018
Sebastian Zuluaga,Lyde Begue,REY DE LA MONTAÑA,2018
Sebastian Zuluaga,Lucas Costa,REY DE LA MONTAÑA,2018
Lyde Begue,Lucas Costa,REY DE LA MONTAÑA,2018
Harry Clarke,Kevin Toledo,REY DE LA MONTAÑA,2018
Harry Clarke,Melissa Brogni,REY DE LA MONTAÑA,2018
Harry Clarke,Repechage Winner,REY DE LA MONTAÑA,2018
Kevin Toledo,Melissa Brogni,REY DE LA MONTAÑA,2018
Kevin Toledo,Repechage Winner,REY DE LA MONTAÑA,2018
Melissa Brogni,Repechage Winner,REY DE LA MONTAÑA,2018
Lyde Begue,Josefa Ekdahl,REY DE LA MONTAÑA,2018
Lyde Begue,Tranquila 3,REY DE LA MONTAÑA,2018
Lyde Begue,Tranquila 7,REY DE LA MONTAÑA,2018
Josefa Ekdahl,Tranquila 3,REY DE LA MONTAÑA,2018
Josefa Ekdahl,Tranquila 7,REY DE LA MONTAÑA,2018
Tranquila 3,Tranquila 7,REY DE LA MONTAÑA,2018
Sabrina Ambrosi,Silva Luana,REY DE LA MONTAÑA,2018
Sabrina Ambrosi,Winny Lujan,REY DE LA MONTAÑA,2018
Sabrina Ambrosi,Tranquila 4,REY DE LA MONTAÑA,2018
Silva Luana,Winny Lujan,REY DE LA MONTAÑA,2018
Silva Luana,Tranquila 4,REY DE LA MONTAÑA,2018
Winny Lujan,Tranquila 4,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Zulema Chilge,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Tranquila 1,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Tranquila 5,REY DE LA MONTAÑA,2018
Zulema Chilge,Tranquila 1,REY DE LA MONTAÑA,2018
Zulema Chilge,Tranquila 5,REY DE LA MONTAÑA,2018
Tranquila 1,Tranquila 5,REY DE LA MONTAÑA,2018
Melissa Brogni,Laura Echeverry,REY DE LA MONTAÑA,2018
Melissa Brogni,Tranquila 2,REY DE LA MONTAÑA,2018
Melissa Brogni,Tranquila 6,REY DE LA MONTAÑA,2018
Laura Echeverry,Tranquila 2,REY DE LA MONTAÑA,2018
Laura Echeverry,Tranquila 6,REY DE LA MONTAÑA,2018
Tranquila 2,Tranquila 6,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Zulema Chilge,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Melissa Brogni,REY DE LA MONTAÑA,2018
Jennifer Schauerte,Laura Echeverry,REY DE LA MONTAÑA,2018
Zulema Chilge,Melissa Brogni,REY DE LA MONTAÑA,2018
Zulema Chilge,Laura Echeverry,REY DE LA MONTAÑA,2018
Melissa Brogni,Laura Echeverry,REY DE LA MONTAÑA,2018
Josefa Ekdahl,Lyde Begue,REY DE LA MONTAÑA,2018
Josefa Ekdahl,Sabrina Ambrosi,REY DE LA MONTAÑA,2018
Josefa Ekdahl,Winny Lujan,REY DE LA MONTAÑA,2018
Lyde Begue,Sabrina Ambrosi,REY DE LA MONTAÑA,2018
Lyde Begue,Winny Lujan,REY DE LA MONTAÑA,2018
Sabrina Ambrosi,Winny Lujan,REY DE LA MONTAÑA,2018
Tranquilo 3,Tranquilo 5,REY DE LA MONTAÑA,2018
Tranquilo 3,Tranquilo 2,REY DE LA MONTAÑA,2018
Tranquilo 3,Tranquilo 4,REY DE LA MONTAÑA,2018
Tranquilo 5,Tranquilo 2,REY DE LA MONTAÑA,2018
Tranquilo 5,Tranquilo 4,REY DE LA MONTAÑA,2018
Tranquilo 2,Tranquilo 4,REY DE LA MONTAÑA,2018
Izquierdo Marco,Miguel Angel Meguina,REY DE LA MONTAÑA,2018
Izquierdo Marco,Anderson Maldonato,REY DE LA MONTAÑA,2018
Izquierdo Marco,Tranquilo 1,REY DE LA MONTAÑA,2018
Miguel Angel Meguina,Anderson Maldonato,REY DE LA MONTAÑA,2018
Miguel Angel Meguina,Tranquilo 1,REY DE LA MONTAÑA,2018
Anderson Maldonato,Tranquilo 1,REY DE LA MONTAÑA,2018
Anderson Maldonato,Tranquilo 1,REY DE LA MONTAÑA,2018
Anderson Maldonato,Tranquilo 2,REY DE LA MONTAÑA,2018
Anderson Maldonato,Tranquilo 4,REY DE LA MONTAÑA,2018
Tranquilo 1,Tranquilo 2,REY DE LA MONTAÑA,2018
Tranquilo 1,Tranquilo 4,REY DE LA MONTAÑA,2018
Tranquilo 2,Tranquilo 4,REY DE LA MONTAÑA,2018
Izquierdo Marco,Miguel Angel Meguina,REY DE LA MONTAÑA,2018
Izquierdo Marco,Tranquilo 3,REY DE LA MONTAÑA,2018
Izquierdo Marco,Tranquilo 5,REY DE LA MONTAÑA,2018
Miguel Angel Meguina,Tranquilo 3,REY DE LA MONTAÑA,2018
Miguel Angel Meguina,Tranquilo 5,REY DE LA MONTAÑA,2018
Tranquilo 3,Tranquilo 5,REY DE LA MONTAÑA,2018
Rafael Sabella,Tranquilo 2,REY DE LA MONTAÑA,2018
Rafael Sabella,Tranquilo 3,REY DE LA MONTAÑA,2018
Rafael Sabella,Tranquilo 5,REY DE LA MONTAÑA,2018
Tranquilo 2,Tranquilo 3,REY DE LA MONTAÑA,2018
Tranquilo 2,Tranquilo 5,REY DE LA MONTAÑA,2018
Tranquilo 3,Tranquilo 5,REY DE LA MONTAÑA,2018
Douglas Silva,Tranquilo 1,REY DE LA MONTAÑA,2018
Douglas Silva,Tranquilo 4,REY DE LA MONTAÑA,2018
Douglas Silva,Tranquilo 6,REY DE LA MONTAÑA,2018
Tranquilo 1,Tranquilo 4,REY DE LA MONTAÑA,2018
Tranquilo 1,Tranquilo 6,REY DE LA MONTAÑA,2018
Tranquilo 4,Tranquilo 6,REY DE LA MONTAÑA,2018
Sebastian Jaramillo,Arturo Rodriguez,REY DE LA MONTAÑA,2018
Sebastian Jaramillo,Augusto Garcia,REY DE LA MONTAÑA,2018
Sebastian Jaramillo,Tranquilo 2,REY DE LA MONTAÑA,2018
Arturo Rodriguez,Augusto Garcia,REY DE LA MONTAÑA,2018
Arturo Rodriguez,Tranquilo 2,REY DE LA MONTAÑA,2018
